Date,Open,Close,Volume,Turnover,news_score
2011-06-13,120.0,117.0,1601.0,189667.0,-0.05031
2011-06-14,117.0,117.0,640.0,74480.0,-0.05593
2011-06-15,117.0,121.0,1069.0,125961.0,0.09882666666666666
2011-06-16,121.0,124.0,541.0,66591.0,-0.04472941176470588
2011-06-19,124.0,130.0,523.0,66758.0,0.0275
2011-06-20,124.0,130.0,523.0,66758.0,0.09481818181818183
2011-06-21,134.0,136.0,632.0,86886.0,-0.09697272727272727
2011-06-23,136.0,147.0,661.0,94663.0,0.0753
2011-06-26,147.0,147.0,670.0,100360.0,0.12127500000000001
2011-06-29,147.0,140.0,220.0,30800.0,-0.10049090909090909
2011-07-04,140.0,126.0,2659.0,348714.0,-0.05622222222222222
2011-07-05,126.0,126.0,1253.0,153713.0,0.08176923076923076
2011-07-06,126.0,125.0,1475.0,184107.0,0.03171666666666668
2011-07-07,125.0,125.0,953.0,119940.0,0.06879166666666667
2011-07-10,125.0,125.0,1940.0,244210.0,0.12242
2011-07-11,125.0,127.0,2172.0,267740.0,0.06884375
2011-07-12,127.0,127.0,4396.0,549060.0,-0.05289166666666668
2011-07-13,127.0,131.0,1322.0,173152.0,0.016892307692307693
2011-07-14,131.0,130.0,911.0,118613.0,0.126655
2011-07-18,130.0,132.0,60.0,7920.0,-0.016040000000000006
2011-07-19,132.0,132.0,1450.0,192560.0,0.09825714285714285
2011-07-20,132.0,132.0,2761.0,364712.0,0.04499
2011-07-21,132.0,132.0,1540.0,201150.0,0.1279142857142857
2011-07-24,132.0,130.0,3830.0,491580.0,0.07795
2011-07-25,130.0,129.0,1130.0,145160.0,0.1650125
2011-07-26,129.0,127.0,400.0,50240.0,0.027866666666666668
2011-07-27,127.0,132.0,1932.0,249358.0,0.15356666666666666
2011-07-28,132.0,128.0,1146.0,149697.0,-0.07315294117647059
2011-07-31,128.0,125.0,2491.0,312693.0,0.16923846153846153
2011-08-01,125.0,126.0,1030.0,128640.0,0.216275
2011-08-02,126.0,125.0,2112.0,264385.0,-0.0276625
2011-08-03,125.0,123.0,1425.0,177475.0,0.17173846153846156
2011-08-04,123.0,126.0,110.0,13740.0,0.010285714285714278
2011-08-07,126.0,125.0,685.0,85519.0,0.03906923076923077
2011-08-08,125.0,125.0,2076.0,259460.0,-0.032729999999999995
2011-08-09,125.0,123.0,3006.0,371852.0,0.0964625
2011-08-10,123.0,125.0,1838.0,228763.0,0.0738111111111111
2011-08-11,125.0,123.0,1547.0,190621.0,0.05179999999999999
2011-08-15,123.0,127.0,2387.0,300965.0,0.17838421052631578
2011-08-16,127.0,126.0,827.0,104729.0,0.1700777777777778
2011-08-17,126.0,130.0,2452.0,313314.0,0.1471531914893617
2011-08-18,130.0,128.0,772.0,98506.0,0.10934545454545455
2011-08-22,128.0,127.0,1000.0,127000.0,0.12076111111111112
2011-08-23,127.0,127.0,6027.0,757268.0,0.015105263157894736
2011-08-24,127.0,126.0,1351.0,169857.0,0.14718947368421054
2011-08-25,126.0,126.0,1662.0,205859.0,0.091625
2011-08-28,126.0,126.0,281.0,35507.0,0.08573076923076924
2011-08-29,126.0,124.0,435.0,54250.0,0.02929166666666666
2011-08-30,124.0,122.0,490.0,60280.0,0.04215
2011-09-01,122.0,125.0,1452.0,180419.0,0.3852166666666667
2011-09-04,125.0,125.0,1402.0,171368.0,0.009149999999999997
2011-09-05,125.0,120.0,2152.0,259129.0,-0.07276923076923077
2011-09-06,120.0,121.0,3800.0,457550.0,0.11420000000000001
2011-09-07,121.0,120.0,3400.0,411001.0,0.20503636363636363
2011-09-08,120.0,121.0,1120.0,134020.0,0.03196
2011-09-12,121.0,119.0,1934.0,231304.0,0.17476666666666665
2011-09-13,119.0,118.0,1498.0,174718.0,0.03494444444444444
2011-09-14,118.0,117.0,1880.0,221098.0,-0.042445454545454536
2011-09-15,117.0,120.0,845.0,101020.0,0.07524
2011-09-18,120.0,116.0,992.0,116181.0,-0.16546666666666668
2011-09-19,116.0,117.0,403.0,47168.0,0.005985714285714284
2011-09-20,117.0,118.0,571.0,68039.0,0.1369
2011-09-21,118.0,117.0,683.0,79911.0,-0.038415384615384615
2011-09-22,117.0,118.0,1230.0,145130.0,-0.05486428571428571
2011-09-25,118.0,120.0,2124.0,249661.0,0.051266666666666655
2011-09-26,120.0,120.0,1155.0,136110.0,-0.10643076923076923
2011-09-27,120.0,118.0,1650.0,195440.0,-0.08274999999999999
2011-09-29,118.0,118.0,1062.0,125124.0,-0.04375384615384615
2011-10-02,118.0,117.0,320.0,37210.0,0.060637500000000004
2011-10-10,117.0,120.0,781.0,92063.0,0.11786666666666666
2011-10-12,120.0,118.0,974.0,113308.0,0.10311000000000001
2011-10-13,118.0,118.0,3345.0,391615.0,0.06557
2011-10-16,118.0,117.0,1400.0,164296.0,0.14540999999999998
2011-10-17,117.0,117.0,1261.0,147132.0,-0.11191666666666666
2011-10-18,117.0,116.0,991.0,115077.0,-0.048930769230769236
2011-10-19,116.0,117.0,820.0,95940.0,-0.0305625
2011-10-20,117.0,116.0,956.0,111213.0,-0.029062499999999998
2011-10-23,116.0,115.0,1908.0,221180.0,0.1036875
2011-10-24,115.0,116.0,1190.0,138420.0,0.10641
2011-10-25,116.0,119.0,1244.0,146192.0,0.0825
2011-10-30,119.0,120.0,9320.0,1127600.0,0.05453333333333333
2011-10-31,120.0,119.0,1262.0,148740.0,0.10662222222222222
2011-11-02,119.0,129.0,110.0,13870.0,0.15244
2011-11-03,129.0,133.0,5625.0,739865.0,0.11351818181818181
2011-11-06,133.0,120.0,3883.0,468994.0,0.2766375
2011-11-08,120.0,119.0,2100.0,247629.0,-0.12182857142857142
2011-11-09,119.0,118.0,1182.0,139809.0,0.2122125
2011-11-10,118.0,119.0,3122.0,368686.0,0.20052857142857142
2011-11-13,119.0,120.0,1164.0,139094.0,0.047069230769230766
2011-11-14,120.0,122.0,2691.0,314662.0,0.09252777777777778
2011-11-15,122.0,119.0,1157.0,138490.0,0.1128090909090909
2011-11-16,119.0,120.0,1400.0,166860.0,0.11347291666666666
2011-11-17,120.0,118.0,734.0,86866.0,0.224959375
2011-11-20,118.0,118.0,2545.0,297845.0,0.11373666666666667
2011-11-21,118.0,118.0,1461.0,172188.0,0.007434210526315789
2011-11-22,118.0,117.0,1141.0,133767.0,0.09015714285714285
2011-11-23,117.0,117.0,410.0,48010.0,-0.005518181818181821
2011-11-24,117.0,117.0,1499.0,175671.0,0.08278571428571428
2011-11-27,117.0,119.0,2513.0,295234.0,0.07897857142857144
2011-11-28,119.0,118.0,61.0,7168.0,-0.19164545454545454
2011-11-29,160.0,156.0,2778.0,445990.0,-0.07455
2011-12-05,125.0,121.0,20.0,2440.0,0.029200000000000004
2011-12-06,121.0,119.0,30.0,3570.0,0.08437272727272727
2011-12-07,119.0,114.0,5809.0,668048.0,0.04725714285714285
2011-12-08,114.0,117.0,3872.0,445802.0,0.04061
2011-12-11,117.0,115.0,1249.0,142286.0,-0.160775
2011-12-12,115.0,115.0,1087.0,123949.0,-0.03205
2011-12-13,115.0,114.0,2102.0,238809.0,-0.04753846153846154
2011-12-14,114.0,114.0,1225.0,139440.0,-0.0557
2011-12-15,114.0,114.0,2866.0,327977.0,0.0005000000000000004
2011-12-18,114.0,114.0,651.0,73614.0,-0.18714999999999998
2011-12-19,114.0,113.0,1228.0,141948.0,0.0442
2011-12-20,113.0,113.0,1011.0,114544.0,-0.17465625
2011-12-21,113.0,116.0,1397.0,159698.0,-0.11923076923076924
2011-12-22,116.0,116.0,210.0,24120.0,-0.11642
2011-12-26,116.0,113.0,1702.0,191866.0,-0.033822222222222226
2011-12-27,113.0,114.0,1405.0,159578.0,-0.08917142857142857
2011-12-28,114.0,113.0,250.0,28250.0,-0.1348
2011-12-29,113.0,115.0,1699.0,193297.0,-0.07832727272727273
2012-01-01,115.0,114.0,1111.0,125973.0,-0.12323333333333335
2012-01-02,114.0,118.0,551.0,64227.0,0.0017600000000000005
2012-01-03,118.0,115.0,490.0,56130.0,0.0050090909090909075
2012-01-04,115.0,114.0,3220.0,369040.0,0.06649411764705881
2012-01-05,114.0,113.0,775.0,87595.0,0.17781000000000002
2012-01-08,113.0,114.0,3240.0,369120.0,0.013783333333333342
2012-01-09,114.0,111.0,1710.0,190718.0,-0.03906363636363636
2012-01-10,113.0,112.0,549.0,62007.0,-0.04904000000000001
2012-01-11,112.0,112.0,2477.0,277012.0,-0.11464444444444445
2012-01-12,112.0,112.0,3102.0,344864.0,-0.1004888888888889
2012-01-16,112.0,111.0,1049.0,116985.0,0.12262222222222224
2012-01-17,111.0,113.0,866.0,96445.0,-0.1896
2012-01-18,113.0,118.0,2190.0,253740.0,-0.07104166666666667
2012-01-19,118.0,117.0,411.0,47745.0,0.11750833333333333
2012-01-22,117.0,117.0,4484.0,522708.0,-0.05141818181818181
2012-01-23,117.0,112.0,1650.0,187270.0,0.029322222222222225
2012-01-25,112.0,114.0,1170.0,130710.0,0.0002500000000000042
2012-01-26,114.0,112.0,1060.0,118750.0,0.10249285714285715
2012-01-29,112.0,112.0,4200.0,473960.0,-0.009231250000000003
2012-01-31,112.0,110.0,2291.0,254352.0,0.04298181818181817
2012-02-01,110.0,111.0,1833.0,203887.0,0.06251428571428572
2012-02-02,111.0,111.0,3946.0,442100.0,-0.01653076923076923
2012-02-05,111.0,110.0,1611.0,176945.0,0.02792631578947368
2012-02-06,110.0,111.0,992.0,109391.0,0.08646428571428573
2012-02-07,111.0,110.0,2091.0,227290.0,0.14845
2012-02-08,110.0,110.0,386.0,42300.0,0.08399090909090909
2012-02-09,110.0,109.0,920.0,100990.0,0.14124285714285714
2012-02-12,109.0,109.0,1309.0,142115.0,0.09203428571428572
2012-02-13,109.0,108.0,1992.0,216906.0,0.1958
2012-02-14,108.0,109.0,1961.0,211790.0,-0.00962941176470588
2012-02-15,109.0,111.0,276.0,30410.0,0.03129545454545454
2012-02-16,111.0,108.0,550.0,59100.0,0.09943461538461539
2012-02-21,108.0,109.0,631.0,68289.0,0.011028571428571428
2012-02-23,109.0,109.0,1230.0,132700.0,0.1485
2012-02-26,109.0,107.0,2747.0,293109.0,-0.11605
2012-02-27,107.0,108.0,1285.0,139322.0,0.04917692307692308
2012-02-28,108.0,109.0,2204.0,238530.0,0.04079090909090909
2012-02-29,109.0,108.0,1030.0,111630.0,-0.07634999999999999
2012-03-01,108.0,108.0,2300.0,249002.0,-0.0017428571428571413
2012-03-04,108.0,109.0,1451.0,155189.0,0.12576363636363636
2012-03-05,109.0,107.0,460.0,49660.0,0.045684615384615386
2012-03-06,107.0,105.0,2124.0,225526.0,-0.11520000000000001
2012-03-11,105.0,106.0,754.0,79584.0,0.20301
2012-03-12,106.0,106.0,1022.0,106572.0,0.04259230769230769
2012-03-13,106.0,104.0,1321.0,137985.0,0.05276000000000001
2012-03-14,104.0,103.0,793.0,82513.0,-0.03607777777777778
2012-03-15,103.0,103.0,842.0,85504.0,-0.0536
2012-03-18,103.0,103.0,1003.0,102758.0,-0.11856
2012-03-19,103.0,102.0,311.0,32483.0,-0.07314166666666666
2012-03-20,102.0,101.0,4107.0,416910.0,-0.16852
2012-03-21,101.0,104.0,1257.0,129261.0,-0.08263125
2012-03-25,104.0,106.0,920.0,95370.0,0.09557500000000001
2012-03-26,106.0,107.0,2082.0,221133.0,0.08512142857142857
2012-03-27,107.0,103.0,270.0,27830.0,0.061746153846153846
2012-03-28,103.0,106.0,1615.0,169040.0,0.025015384615384613
2012-03-29,106.0,105.0,1395.0,148120.0,0.017783333333333335
2012-04-01,105.0,106.0,1762.0,185480.0,-0.12124545454545456
2012-04-02,106.0,105.0,1275.0,133865.0,-0.016087499999999998
2012-04-03,105.0,106.0,680.0,72080.0,0.03320000000000001
2012-04-04,106.0,105.0,3550.0,376180.0,-0.1049
2012-04-05,105.0,106.0,680.0,71490.0,-0.08020588235294118
2012-04-08,106.0,106.0,1051.0,111356.0,0.09609999999999999
2012-04-09,106.0,106.0,921.0,97896.0,0.05554666666666666
2012-04-10,106.0,106.0,1313.0,138808.0,-0.10675
2012-04-11,106.0,107.0,2180.0,233710.0,-0.171725
2012-04-12,107.0,114.0,683.0,75303.0,-0.007292857142857144
2012-04-15,114.0,123.0,2514.0,301404.0,0.038988888888888885
2012-04-16,123.0,135.0,833.0,109229.0,0.055545454545454544
2012-04-17,135.0,130.0,1789.0,235440.0,0.032355555555555554
2012-04-18,130.0,124.0,3301.0,408208.0,-0.031384615384615386
2012-04-19,124.0,122.0,4668.0,576322.0,0.03151538461538462
2012-04-22,122.0,123.0,1560.0,192010.0,0.08600000000000001
2012-04-24,123.0,129.0,100.0,12700.0,-0.016854545454545455
2012-04-25,129.0,135.0,70.0,9450.0,0.014978571428571433
2012-04-26,135.0,148.0,8831.0,1274199.0,0.21805882352941175
2012-04-29,148.0,150.0,8923.0,1328959.0,0.18115454545454546
2012-04-30,150.0,140.0,5694.0,813164.0,0.22380476190476192
2012-05-02,140.0,128.0,980.0,129220.0,0.13949166666666665
2012-05-03,128.0,132.0,241.0,31510.0,0.09246
2012-05-07,132.0,134.0,183.0,24522.0,0.12836666666666666
2012-05-08,134.0,142.0,2332.0,321736.0,0.10464999999999999
2012-05-09,142.0,142.0,7062.0,996321.0,0.04093636363636363
2012-05-10,142.0,139.0,11243.0,1556324.0,0.16519
2012-05-13,139.0,132.0,3133.0,415883.0,-0.001921621621621623
2012-05-14,132.0,125.0,5092.0,635763.0,0.12549333333333335
2012-05-15,125.0,137.0,696.0,92212.0,0.165655
2012-05-16,137.0,139.0,150.0,20850.0,0.08705
2012-05-17,139.0,141.0,6469.0,933133.0,-0.04713548387096774
2012-05-20,141.0,139.0,6548.0,909268.0,0.1988
2012-05-21,139.0,139.0,3222.0,451680.0,0.07731111111111111
2012-05-22,139.0,143.0,8963.0,1252988.0,0.05427272727272727
2012-05-23,143.0,133.0,905.0,123926.0,0.020586666666666666
2012-05-24,133.0,143.0,7754.0,1084486.0,-0.10461666666666668
2012-05-27,143.0,148.0,6836.0,998739.0,-0.01681666666666667
2012-05-29,148.0,134.0,3959.0,531126.0,-0.0937923076923077
2012-05-30,134.0,121.0,4480.0,557981.0,-0.0013214285714285687
2012-05-31,121.0,128.0,1231.0,151903.0,-0.021031818181818186
2012-06-03,128.0,140.0,1647.0,216171.0,0.26626
2012-06-04,140.0,133.0,3705.0,505703.0,0.07047368421052631
2012-06-05,133.0,133.0,2968.0,396926.0,0.06084285714285714
2012-06-06,133.0,126.0,1331.0,169046.0,-0.0459
2012-06-07,126.0,131.0,2120.0,272620.0,0.03795294117647058
2012-06-10,131.0,138.0,8139.0,1121181.0,0.0399
2012-06-11,138.0,140.0,4583.0,639992.0,0.06135
2012-06-12,140.0,140.0,4983.0,700086.0,0.010016666666666665
2012-06-13,140.0,141.0,8518.0,1212358.0,0.11660000000000001
2012-06-14,141.0,136.0,1912.0,261330.0,0.029761538461538457
2012-06-17,136.0,134.0,2426.0,319452.0,0.10091428571428572
2012-06-18,134.0,133.0,2589.0,339342.0,0.1269785714285714
2012-06-19,133.0,132.0,1549.0,205401.0,0.07519285714285714
2012-06-20,132.0,134.0,1361.0,181782.0,0.007990909090909094
2012-06-21,134.0,136.0,1170.0,159205.0,0.08184166666666667
2012-06-25,136.0,140.0,1760.0,240479.0,0.1147
2012-06-26,140.0,136.0,2036.0,276849.0,-0.09052
2012-06-27,136.0,140.0,2422.0,335010.0,0.098175
2012-06-28,140.0,140.0,2876.0,405460.0,0.0734
2012-07-01,140.0,142.0,3643.0,511666.0,0.09545
2012-07-02,142.0,141.0,3256.0,461850.0,0.029366666666666676
2012-07-03,141.0,141.0,880.0,123560.0,-0.010271428571428572
2012-07-04,141.0,146.0,3868.0,552017.0,0.1474625
2012-07-05,146.0,145.0,3056.0,440599.0,-0.0441
2012-07-08,145.0,144.0,2338.0,339189.0,0.3321764705882353
2012-07-09,144.0,148.0,3893.0,580402.0,0.06971818181818182
2012-07-10,148.0,150.0,3747.0,562915.0,0.009938461538461533
2012-07-11,150.0,152.0,3631.0,547862.0,0.060860000000000004
2012-07-12,152.0,151.0,3977.0,603820.0,-0.12539999999999998
2012-07-15,151.0,156.0,1722.0,264957.0,0.010653333333333336
2012-07-16,156.0,162.0,12898.0,2056829.0,-0.020676923076923086
2012-07-17,162.0,171.0,12061.0,2022192.0,0.03957142857142858
2012-07-18,171.0,186.0,8985.0,1579465.0,0.13885454545454545
2012-07-19,186.0,198.0,21519.0,3981231.0,0.006076923076923078
2012-07-22,198.0,192.0,19689.0,3862081.0,0.1287
2012-07-23,192.0,190.0,13375.0,2595472.0,0.1011125
2012-07-24,190.0,190.0,7364.0,1373111.0,0.150225
2012-07-25,190.0,184.0,10548.0,1941772.0,0.04713846153846154
2012-07-26,184.0,177.0,4910.0,865984.0,0.0432125
2012-07-29,177.0,166.0,4932.0,816039.0,0.0403875
2012-07-30,166.0,171.0,7450.0,1264553.0,0.11425333333333333
2012-07-31,171.0,176.0,4757.0,830988.0,0.15020666666666666
2012-08-01,176.0,180.0,6479.0,1164471.0,0.14506363636363637
2012-08-05,180.0,181.0,4178.0,756789.0,0.1857888888888889
2012-08-06,181.0,181.0,5741.0,1041584.0,0.05227
2012-08-07,181.0,176.0,4255.0,766179.0,0.19926
2012-08-08,176.0,179.0,6744.0,1193276.0,0.09270769230769231
2012-08-12,179.0,171.0,3111.0,526901.0,-0.08005000000000001
2012-08-13,171.0,168.0,3464.0,565610.0,0.053418181818181816
2012-08-14,168.0,166.0,1990.0,331980.0,0.2226695652173913
2012-08-15,166.0,163.0,4533.0,745798.0,0.12263076923076924
2012-08-16,163.0,170.0,5649.0,963562.0,0.14732391304347828
2012-08-19,170.0,173.0,5601.0,963445.0,0.10659117647058823
2012-08-21,173.0,166.0,5218.0,872531.0,0.04428823529411764
2012-08-22,166.0,165.0,4219.0,694872.0,0.006416666666666663
2012-08-23,165.0,165.0,3162.0,518253.0,-0.04368888888888889
2012-08-26,165.0,173.0,10162.0,1747933.0,0.043333333333333335
2012-08-27,173.0,175.0,3340.0,585390.0,0.10643181818181818
2012-08-28,175.0,177.0,7405.0,1315960.0,0.08125
2012-08-29,177.0,176.0,6758.0,1185158.0,0.04204285714285714
2012-08-30,176.0,171.0,1905.0,327625.0,0.15697
2012-09-02,171.0,171.0,2866.0,489510.0,0.03844285714285715
2012-09-03,171.0,171.0,4178.0,719780.0,0.028506249999999997
2012-09-04,171.0,170.0,5642.0,957458.0,0.002844444444444445
2012-09-05,170.0,170.0,2370.0,403420.0,-0.0282875
2012-09-06,170.0,170.0,7102.0,1207410.0,-0.08503333333333334
2012-09-09,170.0,171.0,5013.0,856792.0,0.21205714285714286
2012-09-10,171.0,172.0,5097.0,870547.0,-0.04385454545454546
2012-09-11,172.0,172.0,1662.0,284433.0,0.022158333333333332
2012-09-12,172.0,171.0,3222.0,552452.0,0.042105263157894736
2012-09-13,171.0,173.0,2968.0,512518.0,0.027171428571428576
2012-09-16,173.0,175.0,3274.0,568210.0,-0.04209333333333333
2012-09-17,175.0,177.0,3239.0,566717.0,0.04605
2012-09-18,177.0,180.0,2338.0,418066.0,-0.027857142857142858
2012-09-19,180.0,182.0,10568.0,1907189.0,-0.05377142857142857
2012-09-20,182.0,180.0,8013.0,1444364.0,0.07573846153846155
2012-09-23,180.0,180.0,7991.0,1441392.0,0.07203333333333334
2012-09-24,180.0,177.0,160.0,28680.0,-0.03458000000000001
2012-09-25,177.0,175.0,4295.0,744936.0,0.06774666666666666
2012-09-26,175.0,177.0,6587.0,1160788.0,-0.053846666666666675
2012-09-30,174.0,175.0,5747.0,1003775.0,0.123925
2012-10-01,175.0,175.0,4962.0,869140.0,0.07765294117647059
2012-10-02,175.0,175.0,2888.0,505550.0,0.03115454545454546
2012-10-03,175.0,176.0,2684.0,468831.0,0.08295384615384616
2012-10-04,176.0,175.0,2620.0,458704.0,-0.03738333333333334
2012-10-07,175.0,175.0,3211.0,567262.0,-0.0032214285714285695
2012-10-08,175.0,175.0,3157.0,552856.0,0.03691176470588236
2012-10-09,175.0,175.0,5229.0,917062.0,0.20566842105263158
2012-10-10,175.0,176.0,3367.0,596925.0,-0.00269473684210527
2012-10-11,176.0,175.0,7164.0,1258070.0,0.08019166666666667
2012-10-14,175.0,177.0,3698.0,652719.0,0.0029999999999999975
2012-10-15,177.0,176.0,2449.0,432540.0,0.10148095238095238
2012-10-17,176.0,178.0,517.0,92026.0,0.03295882352941176
2012-10-18,178.0,178.0,1405.0,248955.0,0.026850000000000006
2012-10-30,178.0,183.0,1294.0,231559.0,0.12826249999999997
2012-10-31,183.0,182.0,2858.0,530873.0,0.03709999999999999
2012-11-01,182.0,182.0,2402.0,435712.0,-0.08947500000000001
2012-11-04,182.0,186.0,3923.0,724571.0,0.06490666666666667
2012-11-05,186.0,188.0,2610.0,490577.0,-0.05628888888888888
2012-11-06,188.0,188.0,3708.0,702020.0,0.051675000000000006
2012-11-07,188.0,195.0,4246.0,817138.0,0.10690499999999999
2012-11-08,195.0,194.0,3508.0,694262.0,0.11691935483870967
2012-11-11,194.0,194.0,2797.0,546479.0,0.15651111111111113
2012-11-12,194.0,196.0,3161.0,614689.0,0.0948642857142857
2012-11-18,196.0,202.0,4897.0,994614.0,0.08856538461538463
2012-11-20,202.0,204.0,3585.0,733012.0,0.058796
2012-11-21,204.0,205.0,7505.0,1525135.0,-0.06560833333333334
2012-11-22,205.0,205.0,12951.0,2639478.0,-0.062271428571428575
2012-11-25,205.0,211.0,7730.0,1616875.0,0.04738
2012-11-26,211.0,208.0,6583.0,1360314.0,-0.03344705882352941
2012-11-27,208.0,203.0,3234.0,669924.0,0.033052941176470584
2012-11-28,203.0,208.0,5510.0,1140060.0,0.04315000000000001
2012-11-29,208.0,207.0,2261.0,468543.0,0.052759999999999994
2012-12-02,207.0,201.0,4800.0,979797.0,0.050156249999999986
2012-12-03,201.0,203.0,4633.0,940840.0,0.006090909090909089
2012-12-04,203.0,204.0,3519.0,724455.0,-0.0723
2012-12-05,204.0,208.0,5953.0,1242677.0,0.009538888888888894
2012-12-06,208.0,206.0,1830.0,378272.0,-0.0465375
2012-12-09,206.0,204.0,5198.0,1049273.0,0.1454909090909091
2012-12-10,204.0,201.0,4919.0,990072.0,-0.08194705882352941
2012-12-11,201.0,205.0,3414.0,692828.0,0.027591666666666664
2012-12-12,205.0,203.0,4574.0,930981.0,-0.07683913043478262
2012-12-13,203.0,208.0,3290.0,677622.0,-0.011099999999999999
2012-12-16,208.0,215.0,5244.0,1122454.0,0.06097391304347825
2012-12-17,215.0,218.0,3328.0,722115.0,0.07891666666666668
2012-12-18,218.0,215.0,5273.0,1109014.0,-0.1354
2012-12-19,215.0,216.0,8116.0,1754927.0,0.05170588235294118
2012-12-20,216.0,209.0,5727.0,1225914.0,-0.027172727272727272
2012-12-23,209.0,213.0,7171.0,1521313.0,-0.02135
2012-12-24,213.0,228.0,3500.0,761899.0,-0.12637777777777778
2012-12-26,228.0,238.0,6219.0,1457520.0,0.057975
2012-12-27,238.0,250.0,4877.0,1180004.0,-0.04468947368421052
2012-12-31,250.0,240.0,14630.0,3535419.0,0.055209090909090916
2013-01-01,240.0,238.0,7961.0,1886847.0,0.07702
2013-01-02,238.0,242.0,5628.0,1338716.0,0.038000000000000006
2013-01-03,242.0,246.0,10342.0,2525509.0,0.04529285714285714
2013-01-06,246.0,241.0,6384.0,1537292.0,-0.015225000000000008
2013-01-07,241.0,241.0,6744.0,1618316.0,0.054618750000000015
2013-01-08,241.0,239.0,7156.0,1703991.0,-0.01650714285714286
2013-01-09,239.0,238.0,3658.0,859760.0,0.11422727272727272
2013-01-10,238.0,243.0,3936.0,926659.0,0.119245
2013-01-13,243.0,240.0,5314.0,1270879.0,-0.04105263157894736
2013-01-15,240.0,264.0,14770.0,3792351.0,-0.19767272727272725
2013-01-16,264.0,270.0,19323.0,5252055.0,0.0596
2013-01-17,270.0,254.0,5818.0,1487094.0,-0.01858571428571429
2013-01-20,254.0,247.0,2655.0,650337.0,0.0055470588235294015
2013-01-21,247.0,251.0,6088.0,1518158.0,0.041839999999999995
2013-01-22,251.0,261.0,7109.0,1844536.0,-0.07195555555555555
2013-01-23,261.0,260.0,4532.0,1179857.0,0.11245454545454545
2013-01-24,260.0,252.0,4722.0,1213666.0,0.13742380952380953
